accommodates,bedrooms,bathrooms,beds,neighbourhood_cleansed,room_type,property_type,minimum_nights,latitude,longitude,instant_bookable,n_amenities,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,amen_wifi,amen_kitchen,amen_hot_water,amen_hair_dryer,amen_bed_linens,amen_hangers,amen_essentials,amen_cooking_basics,amen_refrigerator,amen_dishes_and_silverware,amen_iron,amen_heating,amen_dedicated_workspace,amen_self_check_in,amen_long_term_stays_allowed,amen_oven,amen_shampoo,amen_dishwasher,amen_hot_water_kettle,amen_room_darkening_shades,amen_tv,amen_dining_table,amen_wine_glasses,amen_washer,amen_elevator,amen_lockbox,amen_microwave,amen_freezer,amen_stove,amen_bathtub,host_is_superhost,host_response_rate,host_acceptance_rate,host_response_time,host_total_listings_count,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,text_name_len,text_desc_len,text_luxury,text_view,text_central,text_modern,text_terrace,text_renovated,text_lake,text_river,text_quiet,text_design,text_spacious,text_charming,dist_hallenstadion_km,dist_letzigrund_km,dist_messe_km,dist_opernhaus_km,dist_hb_km,min_dist_venue_km
2,1.0,1.0,1.0,Rathaus,Entire home/apt,Entire rental unit,1,47.37441,8.54372,0,33,6,18,26,214,360,51,3,5.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,100.0,100.0,1.0,17,4.68,4.81,4.84,4.7,4.87,4.74,4.56,42,490,0,0,0,0,0,1,0,0,0,0,0,1,6.385192571024979,3.0937160371943215,3.9744404328682252,1.0219930222758373,0.4657433192722101,0.4657433192722101
6,3.0,1.5,3.0,Enge,Entire home/apt,Entire rental unit,30,47.3583885,8.5258699,1,28,0,0,0,0,1,1,0,0.77,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,100.0,99.0,3.0,214,5.0,5.0,5.0,5.0,5.0,5.0,4.0,45,286,0,0,0,1,0,0,0,0,0,0,0,0,8.343660623222425,2.8892416605188473,5.988650735915779,1.7317463200042984,2.4265369174035865,1.7317463200042984
6,2.0,1.0,4.0,Oerlikon,Entire home/apt,Entire rental unit,1,47.40782,8.55493,0,51,8,24,35,57,735,51,1,6.42,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,100.0,100.0,2.0,4,4.63,4.76,4.54,4.86,4.86,4.67,4.61,48,133,0,0,1,0,0,0,0,0,1,0,0,0,2.686578733377698,5.009072559012267,0.5344787614527932,4.760402145632218,3.504486501719765,0.5344787614527932
2,1.0,1.0,1.0,Oberstrass,Entire home/apt,Entire rental unit,2,47.3838903,8.550337899999999,0,3,3,24,26,197,2,0,0,0.08,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.0,0.0,4.0,1,4.5,4.5,4.5,5.0,4.5,4.5,4.5,21,253,0,0,0,0,0,0,0,0,0,0,1,0,5.316570020687892,3.5765720147521916,2.9062116213184943,2.0773008778042716,1.0074114698548524,1.0074114698548524
2,1.0,1.0,1.0,Wipkingen,Entire home/apt,Entire rental unit,3,47.39409,8.52114,0,44,18,21,31,112,44,6,0,0.69,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,100.0,83.0,2.0,5,4.95,4.95,4.84,4.91,5.0,4.86,4.75,48,422,0,0,1,0,1,0,0,1,0,0,0,1,4.695041485122597,2.114711119790287,2.720479634865737,3.71410795275223,2.306856636154914,2.114711119790287
6,3.0,1.0,3.0,Wipkingen,Entire home/apt,Entire rental unit,1,47.39577672575803,8.52810982013479,1,15,13,29,56,327,13,13,6,7.22,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,100.0,100.0,1.0,16,5.0,4.85,4.92,5.0,5.0,4.85,4.77,11,403,0,0,0,1,0,0,0,0,1,0,1,1,4.306559847582447,2.60855951741916,2.208943132958766,3.6476806008051277,2.1894230124205962,2.1894230124205962
2,1.0,1.0,1.0,Seefeld,Entire home/apt,Entire rental unit,2,47.36211826634521,8.549417297737172,1,43,0,0,0,0,3,3,0,0.42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,100.0,92.0,1.0,95,5.0,5.0,4.33,5.0,5.0,5.0,4.67,37,372,0,0,0,1,0,0,1,0,0,0,0,0,7.737138273712745,3.969143754300904,5.324561393652115,0.42988959718183417,1.8843887991761596,0.42988959718183417
8,3.0,1.5,3.0,City,Entire home/apt,Entire rental unit,1,47.37507,8.53504,0,24,26,52,68,309,205,36,2,1.82,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,99.0,100.0,1.0,38,4.83,4.88,4.83,4.8,4.86,4.91,4.59,47,218,0,0,0,0,0,0,0,0,0,0,0,0,6.390315634589849,2.4379646609813608,4.01592679536317,1.3740616368880765,0.5058627789030901,0.5058627789030901
2,0.0,1.0,1.0,Affoltern,Entire home/apt,Entire rental unit,30,47.41458979999999,8.5125107,1,23,0,0,0,266,0,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,100.0,99.0,3.0,214,,,,,,,,45,266,0,0,0,0,0,0,0,0,0,0,0,0,3.3710002779771377,3.9738700029637752,2.7631748095992954,6.0353622269425085,4.584690331960054,2.7631748095992954
4,1.0,1.0,2.0,Mühlebach,Entire home/apt,Entire rental unit,2,47.36384,8.55058,1,46,0,0,0,0,7,6,1,0.07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,100.0,92.0,1.0,95,4.0,3.86,4.71,4.29,3.86,4.71,4.0,45,371,0,0,0,1,0,0,1,0,0,0,1,1,7.546125577545695,3.958585445537076,5.134921836002202,0.3594456711591298,1.7445731717969546,0.3594456711591298
5,2.0,1.0,1.0,Werd,Entire home/apt,Entire condo,7,47.37337,8.52322,0,37,8,29,51,326,7,1,0,0.15,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,33.0,12.0,4.0,5,5.0,5.0,5.0,5.0,5.0,5.0,4.86,19,59,0,0,1,1,0,0,0,0,0,0,0,0,6.780868624904055,1.6429972341381045,4.49889217688211,1.9577338726432714,1.3812460261161612,1.3812460261161612
2,1.0,1.0,1.0,Altstetten,Entire home/apt,Entire rental unit,1,47.38504,8.49306,1,39,6,36,66,341,5,0,0,0.07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,100.0,99.0,1.0,240,4.8,5.0,4.8,5.0,4.6,4.6,4.0,46,231,0,0,0,0,0,0,0,0,0,0,0,0,6.705110761475715,0.9938344577793745,5.017861409310609,4.571849807834799,3.6443093576822534,0.9938344577793745
2,1.0,1.0,1.0,Fluntern,Entire home/apt,Entire rental unit,2,47.37749,8.56042,0,33,15,45,75,259,19,0,0,0.16,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,80.0,75.0,3.0,14,4.63,4.83,4.53,4.94,4.94,4.83,4.72,25,321,0,0,0,0,0,0,0,0,0,0,0,0,6.083641613875097,4.306145810897669,3.7228321741517334,1.7093739877021126,1.5156620901125846,1.5156620901125846
2,1.0,1.0,1.0,Seefeld,Entire home/apt,Entire rental unit,3,47.35552,8.55646,0,14,27,57,87,87,31,0,0,0.28,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,1,4.61,4.71,4.74,4.68,4.65,4.87,4.68,49,248,0,0,1,0,0,0,1,0,1,0,0,1,8.487015566218002,4.8040973546505255,6.086735452827557,1.3345779354121572,2.7702098734929925,1.3345779354121572
1,1.0,1.0,2.0,Hirslanden,Private room,Private room in rental unit,2,47.363106,8.560724,0,19,22,37,38,283,99,13,2,2.4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,100.0,94.0,2.0,1,4.92,4.95,4.8,4.92,4.99,4.93,4.86,44,232,0,0,1,0,0,0,1,0,1,0,0,0,7.6739491440848395,4.688598966480943,5.293657894450171,1.108575545083686,2.2520573083220943,1.108575545083686
2,1.0,1.0,1.0,Seebach,Entire home/apt,Entire rental unit,30,47.41640719999999,8.5494077,1,25,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,100.0,99.0,3.0,214,,,,,,,,41,252,0,1,0,0,0,0,0,0,0,0,0,0,1.700495951409273,5.383056514920427,0.7150357472218702,5.676259252582587,4.336335697212454,0.7150357472218702
4,1.0,1.0,0.0,Rathaus,Entire home/apt,Entire condo,1,47.3750544,8.5437121,1,35,10,30,55,151,71,58,2,4.37,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,100.0,100.0,1.0,2,4.68,4.68,4.68,4.93,4.89,4.99,4.61,36,411,0,0,1,0,0,0,0,0,0,0,0,0,6.313747735628949,3.081065269491138,3.9031545659550213,1.0924374169977953,0.40759135802060603,0.40759135802060603
8,4.0,3.0,4.0,Langstrasse,Entire home/apt,Entire rental unit,1,47.378659035843576,8.531269090451907,1,35,12,29,52,305,64,64,5,5.45,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,100.0,100.0,1.0,5,4.86,4.89,4.94,4.92,4.84,4.95,4.83,47,497,1,0,0,1,0,0,1,0,1,0,0,0,6.055368902725156,2.107547288010271,3.7211263777500347,1.8633258411277942,0.6852110607085787,0.6852110607085787
2,1.0,1.0,1.0,Wollishofen,Entire home/apt,Entire rental unit,3,47.34391,8.53328,0,33,11,41,60,323,16,16,1,1.55,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,100.0,88.0,3.0,1,4.56,4.56,4.56,4.63,4.63,4.63,4.38,38,409,0,0,0,0,0,0,1,0,1,0,0,0,9.837877524254397,4.546682692245174,7.438860496946336,2.5859004526042835,3.8163225789942956,2.5859004526042835
5,3.0,2.0,3.0,Wollishofen,Entire home/apt,Entire rental unit,5,47.34686151356004,8.53142337900087,0,54,9,11,41,41,6,6,0,0.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,100.0,75.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,36,289,0,0,0,1,0,0,1,0,1,0,1,1,9.531254104797368,4.19255165177771,7.138812358198996,2.349903654575795,3.51548299196158,2.349903654575795
4,2.0,1.0,3.0,Wipkingen,Entire home/apt,Entire rental unit,1,47.3909141,8.5280004,1,5,24,54,82,352,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100.0,100.0,1.0,79,,,,,,,,41,492,1,0,0,0,0,0,0,0,0,0,0,1,4.815107249040625,2.2577240385906423,2.628262997378405,3.157243167992175,1.718019213246602,1.718019213246602
2,1.0,1.0,1.0,Oerlikon,Entire home/apt,Entire rental unit,15,47.402751813045015,8.5472533972781,1,5,14,14,14,177,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,1,,,,,,,,29,429,0,0,1,1,0,0,0,0,0,0,1,1,3.2233268059942812,4.205945492454745,0.8123077789143073,4.153829047503359,2.8125343067013318,0.8123077789143073
9,3.0,1.5,4.0,Hottingen,Entire home/apt,Entire rental unit,1,47.36819196382338,8.56432355940342,1,41,16,45,63,337,12,10,1,0.97,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,100.0,100.0,1.0,8,4.67,4.75,4.75,4.83,4.83,4.58,4.42,49,446,0,0,0,0,0,0,0,0,0,0,1,0,7.14936354779831,4.761235943929722,4.797168816751795,1.3851097292510823,2.1066543428737274,1.3851097292510823
8,3.0,1.0,5.0,Hard,Entire home/apt,Entire rental unit,1,47.37868479658387,8.515360962042779,0,12,30,60,90,365,3,3,0,0.32,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,85.0,85.0,1.0,28,3.33,3.33,3.67,3.67,3.67,2.67,2.67,28,63,0,0,0,0,0,0,0,0,1,0,0,0,6.430568202908447,0.9116069600516912,4.287775551175994,2.7650596400162955,1.8798408525485766,0.9116069600516912
2,1.0,1.0,1.0,Sihlfeld,Entire home/apt,Entire rental unit,5,47.37359,8.51931,0,10,23,53,83,83,2,0,0,0.05,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,26,330,0,0,0,0,0,0,0,0,0,0,0,0,6.849385945841825,1.3677282438885126,4.610057348370117,2.234147276454358,1.6516044704162487,1.3677282438885126
6,3.0,1.0,4.0,Alt-Wiedikon,Entire home/apt,Entire rental unit,30,47.36940209999999,8.5134761,1,28,30,60,90,365,0,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,100.0,99.0,3.0,214,,,,,,,,47,259,0,0,0,0,0,0,0,0,0,0,0,0,7.438916535965026,1.350219938030909,5.231645475674675,2.5191733030986763,2.23000819247601,1.350219938030909
2,1.0,1.0,1.0,City,Entire home/apt,Entire rental unit,1,47.37439832875868,8.53838901181202,1,2,14,40,63,279,2,2,0,0.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,100.0,1.0,3,2.5,2.5,2.5,3.0,3.5,5.0,2.5,31,489,0,0,0,0,1,0,0,0,0,0,0,1,6.426294123550578,2.7000387505528676,4.032656857549857,1.1683747475813624,0.41510666791188683,0.41510666791188683
2,1.0,1.0,1.0,Altstetten,Private room,Private room in rental unit,3,47.39179,8.47342,0,61,30,60,90,180,23,4,2,0.78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,89.0,31.0,2.0,12,4.87,4.74,4.48,4.91,4.96,4.65,4.7,18,446,0,0,1,0,0,0,0,0,0,0,0,0,7.243508959335025,2.637895644658382,6.0097304649636,6.2295138429096095,5.266738474402608,2.637895644658382
1,1.0,1.0,1.0,Enge,Private room,Private room in rental unit,5,47.36514,8.52615,0,11,0,0,0,92,9,0,0,0.05,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100.0,0.0,1.0,1,4.89,4.89,4.89,4.89,4.89,5.0,4.89,28,115,0,0,1,0,0,0,1,0,1,0,0,0,7.606942522409127,2.33989537556507,5.2667472400185895,1.525398158714499,1.7744248441586536,1.525398158714499
2,1.0,1.0,1.0,Enge,Entire home/apt,Entire rental unit,31,47.3586995,8.525810400000001,1,26,0,0,0,121,0,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,100.0,99.0,3.0,214,,,,,,,,42,219,0,0,0,0,0,0,1,0,0,0,0,0,8.310835858412654,2.8586872170684505,5.956806582857601,1.720489512324437,2.3977019239620048,1.720489512324437
4,2.0,2.5,0.0,Altstetten,Entire home/apt,Entire rental unit,7,47.38344,8.50007,0,62,0,0,0,145,3,0,0,0.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,,0.0,,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,50,416,0,0,0,0,1,0,0,0,0,0,0,1,6.52946413767295,0.5108305112118556,4.697391329529046,4.024311717086832,3.0910346198084855,0.5108305112118556
2,1.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,1,47.39576,8.54532,1,34,7,34,54,144,28,20,0,2.04,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,100.0,99.0,1.0,13,4.71,4.86,4.75,4.82,4.86,4.54,4.46,25,432,0,0,0,0,0,0,0,0,0,0,1,1,4.008703721124273,3.6491542375530406,1.6025428148997272,3.376857183146782,2.021581303039585,1.6025428148997272
2,1.0,1.0,0.0,Oberstrass,Private room,Private room in rental unit,4,47.38103,8.54678,0,0,27,57,87,87,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,27,524,0,0,1,0,0,0,0,0,0,0,0,1,5.637964097404502,3.2787718802294243,3.224228714732581,1.7382122589906417,0.5993217169395333,0.5993217169395333
2,1.0,1.0,1.0,Oberstrass,Private room,Private room in rental unit,1,47.38212,8.54733,0,17,28,58,88,363,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,12.0,0.0,4.0,1,,,,,,,,43,295,1,0,1,0,0,0,0,0,0,0,0,1,5.515462577332376,3.3289037024041446,3.101588052863184,1.8604976767485164,0.7073633190558205,0.7073633190558205
4,2.0,1.0,2.0,Weinegg,Entire home/apt,Entire rental unit,2,47.36124,8.56048,1,26,28,58,88,173,5,4,0,0.35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,97.0,100.0,1.0,109,4.8,4.6,4.6,4.2,4.8,4.4,4.4,35,407,0,0,0,0,0,0,0,0,0,0,0,1,7.878264569047493,4.756043637203114,5.4951393890363045,1.1569663018063456,2.3961130574256977,1.1569663018063456
1,1.0,1.0,1.0,Mühlebach,Private room,Private room in rental unit,30,47.35863528776189,8.554960266533074,0,31,25,55,85,170,3,3,0,0.42,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,95.0,87.0,1.0,98,4.67,5.0,4.67,4.67,5.0,5.0,4.67,43,577,0,0,0,0,0,0,1,0,0,0,1,0,8.13481482532292,4.524067582938018,5.7315334896727945,0.9907146189324363,2.4099234574546693,0.9907146189324363
4,2.0,1.0,2.0,Werd,Entire home/apt,Entire rental unit,1,47.3739935,8.5215063,0,42,15,42,69,320,153,57,4,5.63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,100.0,100.0,1.0,17,4.84,4.87,4.88,4.92,4.94,4.78,4.71,47,564,0,0,1,0,0,0,0,0,0,0,0,0,6.753696327796929,1.4969288285341833,4.493282034599707,2.1041875786187645,1.4803233394479491,1.4803233394479491
2,1.0,1.0,1.0,Wipkingen,Entire home/apt,Entire rental unit,1,47.3909141,8.5280004,1,5,27,57,87,362,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100.0,100.0,1.0,79,,,,,,,,41,41,0,0,0,0,0,0,0,0,0,0,0,0,4.815107249040625,2.2577240385906423,2.628262997378405,3.157243167992175,1.718019213246602,1.718019213246602
10,4.0,2.0,8.0,Seebach,Entire home/apt,Entire loft,1,47.4143322,8.5468833,1,43,9,23,34,277,17,16,1,1.39,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,100.0,100.0,1.0,38,4.94,4.94,5.0,5.0,5.0,4.71,4.88,49,524,0,0,1,1,0,0,0,0,0,0,1,1,1.9412189128905297,5.084224087177722,0.49873820229911403,5.441134028903599,4.081270008163699,0.49873820229911403
1,1.0,1.5,1.0,Seefeld,Private room,Private room in rental unit,5,47.35552638198023,8.552675335656957,0,8,0,0,0,271,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0.0,,2,,,,,,,,28,237,0,0,0,0,0,0,1,0,0,0,0,1,8.47349170379572,4.568868090455155,6.064956351960095,1.1953207483144372,2.6566846889916294,1.1953207483144372
3,0.0,1.0,2.0,Hochschulen,Entire home/apt,Entire rental unit,7,47.37595,8.54494,1,35,30,60,90,365,19,4,0,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,100.0,100.0,1.0,12,4.32,4.47,4.37,4.68,4.63,4.74,4.32,45,495,0,0,0,0,0,0,0,1,0,0,1,1,6.208609262386926,3.1587511019516703,3.7961978546458512,1.1782476111950488,0.41119825756183087,0.41119825756183087
2,1.0,1.5,,Seebach,Entire home/apt,Entire condo,14,47.41831,8.557,0,11,20,50,80,80,0,0,0,,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100.0,100.0,1.0,1,,,,,,,,45,226,0,0,0,0,0,0,0,0,0,0,0,0,1.5922212670613614,5.92079286908698,1.1195212949426965,5.93718746125552,4.665887799442684,1.1195212949426965
2,0.0,1.0,1.0,Hard,Entire home/apt,Entire rental unit,90,47.37632565102711,8.515711600335276,0,47,23,53,83,358,1,0,0,0.05,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0.0,,4.0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,50,246,0,0,0,0,0,0,0,0,0,1,0,0,6.6617742447130714,0.9951147668168981,4.48883163992046,2.610910573405334,1.8597116993773637,0.9951147668168981
4,2.0,1.0,3.0,Mühlebach,Entire home/apt,Entire rental unit,2,47.36143,8.55135,1,43,17,17,17,17,10,10,3,1.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,100.0,92.0,1.0,95,4.5,4.9,4.5,4.6,4.5,4.8,4.4,33,322,0,0,0,1,0,0,1,0,0,0,0,1,7.814908200428079,4.133569217805705,5.404704442017981,0.5778134275305044,2.0115771794677233,0.5778134275305044
4,2.0,1.5,3.0,Unterstrass,Entire home/apt,Entire serviced apartment,2,47.38417,8.54215,1,48,13,32,43,307,113,32,0,1.96,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,100.0,99.0,1.0,20,4.95,4.96,4.95,4.9,4.92,4.85,4.76,41,104,0,0,0,0,0,0,0,0,0,0,0,0,5.313959410729993,2.97276235050598,2.912907372708557,2.111522138756272,0.7109703543510122,0.7109703543510122
2,1.0,1.0,1.0,Mühlebach,Entire home/apt,Entire rental unit,3,47.36403,8.55351,0,13,28,58,88,264,1,1,0,0.11,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,7.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,26,149,0,0,0,0,0,0,1,0,0,0,0,1,7.530611671615168,4.149405749326601,5.12497855384976,0.5567405613208652,1.8352755799624416,0.5567405613208652
2,0.0,1.0,1.0,Seefeld,Entire home/apt,Entire rental unit,30,47.3637429,8.5475605,1,24,0,0,0,182,1,0,0,0.06,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,100.0,99.0,3.0,214,5.0,5.0,5.0,5.0,5.0,5.0,5.0,47,254,0,0,0,0,0,0,1,0,0,0,0,0,7.557894735198621,3.760373683983665,5.144150139949573,0.20394020846125685,1.6664485418660346,0.20394020846125685
2,1.0,1.0,1.0,Altstetten,Entire home/apt,Entire rental unit,2,47.39793,8.4822,0,37,5,5,6,13,46,31,4,1.68,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,100.0,98.0,1.0,1,4.72,4.76,4.76,4.96,4.93,4.6,4.42,48,530,0,0,0,0,1,0,0,1,1,0,0,0,6.304261926337021,2.6016442022113924,5.174322514118789,6.037270096415768,4.908325164412159,2.6016442022113924
4,1.0,1.0,2.0,Werd,Entire home/apt,Entire rental unit,2,47.37289,8.52501,1,58,14,40,68,139,76,36,2,3.47,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,100.0,100.0,1.0,23,4.99,4.96,4.97,4.92,5.0,4.97,4.91,48,468,0,0,0,1,0,0,0,0,0,0,0,0,6.794163598940433,1.787847098201843,4.492324641738252,1.8134288127181617,1.2790361538299453,1.2790361538299453
2,0.0,1.0,1.0,Hirslanden,Entire home/apt,Entire rental unit,2,47.3612587068698,8.567478698445147,1,39,0,0,0,0,14,14,0,1.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,100.0,95.0,1.0,252,4.86,4.93,5.0,5.0,5.0,4.86,4.93,40,426,0,0,1,1,0,0,0,0,1,0,1,0,7.948756353030259,5.237214983598623,5.603047925240821,1.6530312131032772,2.7592447849266746,1.6530312131032772
2,2.0,1.0,2.0,Oerlikon,Entire home/apt,Entire rental unit,60,47.41243,8.54419,0,24,0,0,21,111,0,0,0,,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,,,,1,,,,,,,,26,220,0,0,0,1,1,0,0,0,0,0,0,0,2.179648712473342,4.7918966675779,0.42794114220454993,5.23214319082732,3.850709546464339,0.42794114220454993
2,1.0,1.0,0.0,Hirslanden,Entire home/apt,Entire rental unit,15,47.36471,8.57167,0,58,0,27,57,242,1,0,0,0.05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,100.0,0.0,3.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,32,433,0,0,1,0,0,0,0,0,1,0,0,0,7.633566598175446,5.401512717328642,5.327090989065902,1.9047579567950645,2.7806135327411767,1.9047579567950645
3,1.0,2.5,1.0,Lindenhof,Private room,Private room in rental unit,14,47.36905050000001,8.5402451,0,69,28,31,31,31,12,0,0,0.66,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,100.0,50.0,1.0,1,4.83,4.92,4.58,4.67,5.0,4.92,4.83,44,0,0,0,1,0,0,0,0,0,1,0,0,0,7.001045063752877,3.0106662370696333,4.596610382314711,0.6161459985654391,0.9840281876288985,0.6161459985654391
